transcript,summary
"#Person1#: Aaj bahar kitna accha din hai, hai na? 
#Person2#: Bahut sundar hai. Iska maza lo jab tak hai. Kal thanda hone wala hai. 
#Person1#: Kal ka mausam ka forecast kya hai? 
#Person2#: Kal subah pehle barf girne wali hai aur phir dopahar ko freezing rain ka chance hai. 
#Person1#: Yeh toh accha nahi lagta. 
#Person2#: Kya tumhare kal ke liye koi plans hain? 
#Person1#: Well, main Birmingham jaane wala tha kuch doston se milne ke liye. 
#Person2#: Tumhe apne plans badalne chahiye. Kal jo thanda aur geela mausam hoga, raste kaafi slippery honge. 
#Person1#: Mujhe lagta hai mujhe badalna chahiye. Mujhe khatarnaak mausam mein drive karna pasand nahi hai. Kya tumhare kal ke liye koi plans hain? 
#Person2#: Mujhe sirf kal dopahar ko class mein jaana hai. 
#Person1#: Agar tumhe kismat mili, toh class cancel ho jayegi aur tumhe snow day mil jayega! 
#Person2#: Agar aisa hota hai, toh main tumhe bulata hoon aur hum hot cocoa piyenge aur movies dekhenge. 
#Person1#: Yeh toh maza aayega. 
#Person2#: Hey, bahar dekh! Yeh toh drizzle shuru ho gaya hai! 
#Person1#: English mausam toh mujhe pehle se zyada predictable lag raha hai.","#Person2# ne #Person1# ko bataya ki kal barf aur baarish hone wali hai. Agar kal zyada barf girti hai, toh woh apne plans badalenge aur ghar par hot cocoa piyenge aur movies dekhenge."
"#Person1#: Janice, hamare company ki president, Mr. Smith, do programmers ko aaj dopahar lecture dene ke liye bulayenge. Kya sab members ko notify kar diya gaya hai? 
#Person2#: Haan. Maine sab designers ko telephone se meeting ka notice de diya hai. 
#Person1#: Kya room ab lecture ke liye ready hai? 
#Person2#: Haan, maine tayaar kiya hai. Maine ek meeting memo bhi tayaar kiya hai. 
#Person1#: Excellent. Microphone aur speaker ka kya? 
#Person2#: Maine unhe bhi lecture ke liye tayaar kar liya hai. 
#Person1#: Official notice duplicate mein likho. Yaad rahe, guests ke liye tables par name cards aur pens rakhna mat bhoolna. 
#Person2#: Sure. 
#Person1#: Aap unhe kaise seat karoge? 
#Person2#: Maine conference table par sabke liye name cards tayaar kiye hain. Aap refreshment kab dena chahenge? 
#Person1#: Toh, meeting ke aadhe baad, wahan rest aur refreshment ka interval hoga.","Janice ne #Person1# ko bataya ki usne sab members ko notify kar diya hai aur room, equipment aur name cards lecture ke liye tayaar kiye hain. #Person1# ne Janice se interval ke dauran refreshment dene ko kaha."
"#Person1#: Kya khoobsurat tapestry hai! Tumhe nahi lagta ki hum isse apne room ko decorate karne ke liye istemal kar sakte hain? #Person2#: Mujhe lagta hai hum try kar sakte hain. #Person1#: Artistic tapestry rug weaving art ka sabse uncha form hai, ek exquisite handicraft jo superb artistry ke saath typical Chinese style mein hai. #Person2#: Samajh gaya. Kya yeh Guiling ka shandar landscape hai? #Person1#: Mujhe lagta hai yeh hai. #Person2#: Tumhe kaunsa pasand hai, linen wala, figured dacron ya brocade? #Person1#: Mujhe linen wala pasand hai.",#Person1# ko woh khoobsurat tapestry pasand hai. #Person1# aur #Person2# linen wala tapestry kharidenge apne room ko decorate karne ke liye.
"#Person1#: Kya tumhe pata hai kitne baje hain? #Person2#: Um. Das baje? #Person1#: Is darwaze mein aao, young man. Yeh raat ke barah baje hain, tum do ghante curfew se late ho. #Person2#: Mujhe pata hai, par yeh meri galti nahi thi! Maine Jennifer se kaha tha ki mujhe das baje se pehle drop kar do, par usne party nahi chhodi! #Person1#: Mujhe parwaah nahi hai! Tumhe zindagi bhar ke liye grounded kiya ja raha hai, mister! #Person2#: Mom! Yeh kitna unfair hai! #Person1#: Tumhe rules pata hain aur tumne unhe tod diya. Ek hafte tak allowance nahi aur TV nahi. Main aam taur par tumhe grounded nahi karti par is baar mujhe apni baat rakhni padegi! #Person2#: Kya! Sirf do ghante late hone par? Tum mazak kar rahi ho! #Person1#: Mujhe yeh sunna nahi hai! Ab apne kamre mein jao!",#Person2# do ghante curfew se late aata hai. Uski mom gussa hoti hain aur #Person1# ko ek hafte tak allowance aur TV nahi dene ka kehati hain.
"#Person1#: Good evening, ma'am. Table for one? #Person2#: Haan, please. #Person1#: Kya yeh table theek rahega? #Person2#: Actually, mujhe window ke paas ek booth chahiye agar possible ho. #Person1#: Bilkul. Kya yeh wala theek rahega? #Person2#: Yeh theek hai, thanks. #Person1#: (Usko menu dete hue) Aapka waiter thodi der mein aayega aapka order lene ke liye. #Person2#: Thank you.",#Person1# #Person2# ko table choose karne mein madad karta hai aur usse menu deta hai.
"#Person1#: Kya tumhe pata hai yeh bus kahan ja rahi hai? #Person2#: Yeh humein Altadena tak le jaana chahiye. #Person1#: Tumhe nahi pata? #Person2#: Mujhe nahi pata yeh sahi hai ya nahi. #Person1#: Kya yeh sahi bus hai, ya nahi? #Person2#: Maine kabhi is bus par nahi chadha, par mujhe yakin hai yeh sahi hai. #Person1#: Hum kahan hain? Yeh Altadena nahi hai. #Person2#: Mujhe pata hai, aur hum bus par bahut der se hain. #Person1#: Mujhe batao street signs kya keh rahe hain. #Person2#: Oh my gosh, woh keh raha hai Temple City. #Person1#: Agli baar, main khud bus dekhunga. #Person2#: Achha, ab mujhe pata hai woh bus jo humein wapas le jaayegi.",#Person2# ko nahi pata bus kahan ja rahi hai. Phir #Person1# aur #Person2# ko pata chalta hai ki woh galat direction mein hain.
"#Person1#: Oh, nahi. Hum meeting ke liye late hone wale hain. #Person2#: Nahi. Hum cab le lenge. Yeh bus ya subway se zyada fast hai. #Person1#: Oh, accha. Iska cost kitna hoga? #Person2#: Well, cabs bus ya subway se zyada expensive hote hain. Yeh shayad chhe dollars ke aas-paas hoga. Taxi!!! #Person1#: Mujhe business card nahi mil raha. Kya tumhe address pata hai? #Person2#: Haan. Maine unse March mein milne kiya tha, yaad hai? #Person1#: Sahi. #Person2#: Driver, 1600 Pennsylvania Ave., please.",#Person1# aur #Person2# meeting ke liye late hone wale hain aur unhone taxi lene ka faisla kiya.
"#Person1#: Egypt kaisa laga? #Person2#: Oh, perfect. Yeh meri dekhi hui sabse interesting jagah hai. #Person1#: Tumne kahan-kahan ghooma? #Person2#: Humne zyada time Cairo aur Luxor mein bitaya. #Person1#: Cairo mein kya dekhne layak hai? #Person2#: Well, itna zyada nahi hai, lekin wahan museum aur pyramids hain, jo sach mein kuch khaas hai. #Person1#: City kaisi hai? #Person2#: Bahut badi hai, aur sadkein hamesha noisy aur dirty hoti hain. #Person1#: Mujhe laga tumhe yeh pasand hai. #Person2#: Haan, ek tarike se pasand hai. Yeh bahut alag hai, lekin mujhe Luxor zyada pasand aaya. Luxor ek chhoti si town hai Nile ke kinare. Yeh bahut shaant aur peaceful hai aur Cairo se zyada clean hai. Aur actually wahan maine zyada sightseeing ki. #Person1#: Kya tumne kuch kharida? #Person2#: Oh, bilkul. Luxor mein kuch excellent shops hain jahan bahut interesting cheezein milti hain. Cairo se bahut behtar hai, maine ek gold necklace kharida. Dekhna chahoge? #Person1#: Sure.",#Person1# ne #Person2# se Egypt ki trip ke baare mein poocha. #Person2# ne Cairo aur Luxor ka varnan kiya jahan #Person2# ne sightseeing ki aur ek gold necklace kharida.
"#Person1#: Ab Cathy, kya tumhe pata hai ki India se visitors kab aa rahe hain? #Person2#: Humne unhe teen options diye hain: March ke end, April ke middle aur May ke beginning, aur unhone sabse pehla option choose kiya jo ki exams ke liye achha hai jo May mein hain. #Person1#: Sahi hai. Aur kitne aa rahe hain? Kya tumne 12 bola tha? #Person2#: Haan, unhone pehle 12 bola tha, lekin aaj subah 10 ho gaya. #Person1#: Achha, humein tayyari ke liye 8 weeks hain, yeh meri suggestions hain. Pehle din, ek welcome party, phir dusre aur teesre din unhe district ke schools dikhana. #Person2#: Humein yaad rakhna hoga ki yeh group dekhna chahta hai ki classrooms mein computers kaise use ho rahe hain. #Person1#: Bilkul, toh main Mr. Goodman se kehna chahta hoon ki teesre din ki dopahar ko unhe is par ek talk de. #Person2#: Yeh bahut achha fit hoga. #Person1#: Aur aakhri din, unhe kuch sightseeing karani hogi, hum unhe London ka tour karwa sakte hain lekin unmein se kaafi log wahan pehle hi ja chuke honge, aur Scotland bahut door hai. #Person2#: Kyun na unhe coast ke saath walk par le jayein, yeh interesting hoga. #Person1#: Achha idea hai! Cathy mujhe yakin hai unhe yeh pasand aayega.",Cathy #Person1# ko batati hai ki India se visitors kab aa rahe hain aur kitne aa rahe hain. Phir #Person1# aur Cathy unhe receive karne ka plan discuss karte hain.
"#Person1#: Hey, wahan Leo hai. Mujhe samajh nahi aa raha kyun wo us young woman ke saath arm in arm chal raha hai. #Person2#: Yeh toh bilkul clear hai, jaise tumhari naak tumhare chehre par hai. Wo dono ek dusre ko date kar rahe hain. #Person1#: Tum mujhe mazak kar rahe ho! Wo toh Leo se tees saal chhoti hai. Bacche ki jhuli le lo! #Person2#: Well, tumhe pata hai yeh relationship sirf ek flash in the pan hone wala hai. #Person1#: Yeh toh pehli nazar ka pyaar hona chahiye kyunki mujhe pata hai uske paas pichle hafte koi girlfriend nahi thi. #Person2#: Mujhe lagta hai tum bilkul sahi keh rahe ho. Actually, mere father ne meri mother ko sirf do hafte jaanne ke baad propose kiya tha. Unhone ek mahine baad shaadi ki.","#Person2# kehta hai ki Leo aur young woman ek dusre ko date kar rahe hain, jo #Person1# ko surprise karta hai. Unhe lagta hai yeh pehli nazar ka pyaar hona chahiye."
"#Person1#: Dr. Stone, aap smell ke expert kaise bane? #Person2#: Dekhiye, pehle toh mujhe aisa karne ka koi irada nahi tha. Lekin jab main university mein tha, tab ek course tha senses par. Baaki senses thode concrete lagte hain, lekin smell toh bahut personal hai. Mujhe yeh bahut interesting laga. #Person1#: Kya aapke paas smells ke baare mein koi interesting information hai? #Person2#: Chaliye dekhte hain. Kya aapko pata hai ki smells ko bhoolna facts se zyada mushkil hota hai? Kuch experiments hue hain jahan log ek particular smell ko pehli baar smell karne ke 30 din baad bhi identify kar sakte the. #Person1#: Really? Toh kya smells zyada yaadein la sakte hain, jaise music? #Person2#: Aisa hi lagta hai. #Person1#: Yeh interesting hai. Toh aapka favorite smell kya hai? #Person2#: Oh, mere paas bahut saare hain. Samundar ki smell mujhe khush family holidays ki yaad dilati hai, aur roses ki smell mujhe mere dost ke ghar ki yaad dilati hai. Ajeeb hai, lekin mujhe airports par aircraft fuel ki smell pasand hai. Tab mujhe pata hota hai ki main kahin exciting udne wala hoon. Lekin sabse zyada mujhe barish mein mere garden ki general smell pasand hai. Iska matlab hai ki main ghar par hoon jahan mujhe hona chahiye.","Dr. Stone #Person1# ko batate hain ki unhone smell ke expert kaise bane, smells ke baare mein kuch interesting information share karte hain aur apna favorite smell bhi batate hain."
"#Person1#: Julia, tumne candlelight dinner kyun tayar kiya? Kya celebrate karne ke liye kuch khaas hai? Kya tumhe promotion mila? 
#Person2#: Honey, mujhe mat batao ki tumne hamari anniversary bhool gayi, kya tumne? 
#Person1#: Oh, meri jaan, main aise important din ko kaise bhool sakta hoon? Main sirf mazak kar raha tha. Is box ko dekho. 
#Person2#: Isme kya hai? 
#Person1#: Ek guess karo. 
#Person2#: Ek necklace? 
#Person1#: Nahi. 
#Person2#: Mujhe koi idea nahi hai. 
#Person1#: Ab isse kholo. 
#Person2#: Oh, mere bhagwan. Ek diamond brooch. Yeh kitna khoobsurat hai. Tum mere liye kitne dayalu ho, A. Thank you! 
#Person1#: Tumhara swagat hai, honey. Mujhe umeed hai ki hum future mein apni golden wedding anniversary celebrate karenge.",Julia ne anniversary celebrate karne ke liye candlelight dinner tayar kiya hai aur #Person1# ne use ek diamond brooch gift diya hai.
"#Person1#: Kya main aapki madad kar sakta hoon? #Person2#: Mujhe umeed hai, kya aapke paas shopping skirts hain? Kuch jo main ban mein kaam karte waqt pehn sakoon? #Person1#: Bilkul, yeh lo. #Person2#: Yeh acchi hai, kya main ise try kar sakti hoon? #Person1#: Haan, fitting room wahan hai, yeh aap par fantastic lag raha hai, yeh style aur color aapki figure ke liye perfect hai. #Person2#: Kya yeh fashion meri figure par sach mein fit hota hai? #Person1#: Mujhe lagta hai, lekin sach yeh hai ki aap kisi bhi style mein sharp lagti hain. #Person2#: Oh, shukriya, bas yeh dikhata hai ki yeh body ke liye max jemmy redate kya hai. #Person1#: Bilkul, main wahan kaam karne jata hoon hafte mein teen baar, ab 6 mahine se. #Person2#: Mujhe laga aap use wahan se pehchante hain. #Person1#: Oh, aapko rolling machine pasand hai. #Person2#: Haan, yeh mere arms aur shoulders ke liye bahut accha hai, thik hai, main yeh ek loongi, kya aapke paas is size style mein blue hai? Main apni behan ke liye ek chahati hoon, uski figure bahut acchi hai aur usse blue pasand hai. #Person1#: Koi baat nahi, kya yeh blue theek hai? #Person2#: Oh, accha, kya aap do ke liye discount dete hain? #Person1#: Haan, hum dete hain, do ke liye 90 percent hai. #Person2#: Yeh accha hai, main yeh do loongi, iska kitna hoga? #Person1#: Total 90 dollars hai, tax samet. #Person2#: Thik hai, 90 dollars, kya aap is card ko accept karte hain? #Person1#: Haan, hum karte hain, debit ya credit? #Person2#: Debit card. #Person1#: Kripya apna key number yahan daaliye, kya aapko koi extra cash back chahiye? #Person2#: Nahi, shukriya. #Person1#: Aapka din accha ho. #Person2#: Shukriya, aapka bhi, kabhi kabhi aapko dekhungi. #Person1#: Bahut accha, apna khayal rakhna. #Person2#: Shukriya, bye bye.",#Person2# ek skirt kharidna chahti hai jo woh ban mein kaam karte waqt pehn sake. #Person1# usse ek skirt recommend karta hai aur yeh us par accha lagta hai. #Person2# ise kharid leti hai aur apni behan ke liye is size style mein ek blue skirt bhi kharidti hai.
"#Person1#: Hi! Tum kaise ho? #Person2#: Theek hoon, thank you. Tum is subah kaise ho? #Person1#: Kafi achha. Tumhara kya haal hai? Bahut time se nahi mile. #Person2#: Haan. Main New York gaya tha. Kal hi wapas aaya hoon. #Person1#: Kya tumhe maza aaya? #Person2#: Bahut zyada. New York kitna accha jagah hai. Kya main tumhe kuch photographs dikhau? #Person1#: Shukriya, mujhe photographs dekhna pasand hai. Kitna accha! Oh, mujhe lagta hai mujhe ab jaana chahiye. Mere paas ek appointment hai. Tumhara din accha ho. #Person2#: Tumhara bhi. Mujhe ummeed hai jaldi milenge. Goodbye. #Person1#: Goodbye.",#Person1# aur #Person2# ne apne recent developments ke baare mein choti si baat ki.
"#Person1#: Main HR manager ki position ke liye call kar raha hoon. Kya aap mujhe iske baare mein aur bata sakte hain? #Person2#: Haan. Hum aise kisi ki talash mein hain jo achhe se educated ho aur manager ke roop mein all-round experience rakhta ho. #Person1#: Mere paas Peking University se HR management mein master's degree hai. Aur maine ek European enterprise mein kai saalon tak HR manager ke roop mein kaam kiya hai. Mujhe pata hai ki yeh sirf kuch clerical issues nahi hain, balki yeh zyada social work hai jisme reason aur patience ki zarurat hoti hai. #Person2#: Badiya. Kya agle hafte Monday ko formal interview karne ke liye aap tayaar hain? #Person1#: Theek hai, bahut dhanyavaad. Tab milte hain.","#Person1# HR manager ki position ke liye call karta hai. #Person1# ki chhoti si introduction ke baad, #Person2# formal interview karne ka prastaav rakhta hai."
"#Person1#: Arre hi! Aaj tum kya dhoond rahe ho? #Person2#: Uh, main bas dekh raha hoon. #Person1#: Toh kya tum kisi special ke liye ring nahi dekhoge? #Person2#: Koi special nahi hai. #Person1#: Toh yeh CD player dekho. Aaj kaafi acha deal hai. #Person2#: Nah. Mere paas ek hai, aur handle bhi cracked hai. #Person1#: Theek hai. Toh yeh genuine leather jacket kaisi lagegi? Tum par kaafi achi lagegi. #Person2#: Hmm. Mujhe dekhne do. #Person1#: Sure. #Person2#: Umm. Iske sleeves par stains hain. Main isse nahi loonga. #Person1#: Theek hai. Toh kya tum in amazing records ke saath ghar nahi chaloge? 1960's ke best hits hain. #Person2#: Haan, dekhte hain. [Haan] Ab yeh kuch hai jo main ... Ah, yeh records scratched hain. #Person1#: [Hansi] Bas kuch jagah par. Suno. Main tumhe yeh das records fifty dollars mein bechunga. Acha deal hai! #Person2#: Wah! Yeh bahut mehenga hai. Main tumhe twenty-five bucks dunga. #Person1#: Ah, chalo. Main tumhe thirty dollars se kam nahi charge kar sakta aur break even nahi kar sakta. #Person2#: Toh woh banda wahan similar records bech raha hai bahut acchi price par [Ah!], toh phir bhi shukriya. #Person1#: Ruko, ruko, ruko, ruko. Tum bahut tough bargain karte ho. Twenty-eight dollars, aur yeh meri final offer hai. #Person2#: Huh ... Main ispar sochunga. #Person1#: Ruko, ruko, ruko, ruko. Suno. Main is vase ko bhi daal dunga. #Person2#: Ab main vase ka kya karunga? #Person1#: Toh jab tumhe woh special milegi, tum isse usse de sakte ho... aur yeh ring iske saath kaafi achi lagegi. #Person2#: Oh, main records ke saath hi rahunga.","#Person2# store mein dekh raha hai aur #Person1# #Person2# ko kai items recommend karta hai, jaise ring, CD player aur genuine leather jacket. #Person2# tough bargain karta hai aur aakhir mein records kharidta hai."
"#Person1#: Hi, main George hoon. Main aaj shaam aapka waiter rahunga. Kya aap order dene ke liye tayyar hain ya aapko thoda aur waqt chahiye? 
#Person2#: Main ab tayyar hoon. Mujhe roast chicken chahiye aur ek side order corn. 
#Person1#: Aur kya aap apne meal se pehle ek appetizer lena chahenge? Aaj ka soup hamara delicious tomato soup hai. 
#Person2#: Main soup skip karunga, lekin mujhe ek garden salad chahiye. 
#Person1#: 
#Person3#: 
#Person2#: Haan, mujhe ek glass iced tea chahiye. 
#Person1#: Theek hai. Main ek minute mein aapka drink aur salad lekar aata hoon. 
#Person2#: Dhanyavaad.",George #Person2# ki meal order karne mein madad karta hai aur drink aur salad lekar wapas aayega.
"#Person1#: Hi, Jenny, aaj tum bahut acchi lag rahi ho. #Person2#: Thanks. Tumhe pata hai, main is weekend birthday party rakh rahi hoon. #Person1#: Oh, sach mein? Yeh toh zabardast hai. #Person2#: Main khush hoongi agar tum aa sakti ho. #Person1#: Main zaroor aana chahti hoon. Kab aur kahan? #Person2#: 7:00 baje, Saturday raat mere dormitory mein. #Person1#: Oh, main intezaar nahi kar sakti.",Jenny #Person1# ko apni birthday party par bulati hai. #Person1# maan jaati hai.
"#Person1#: Tera birthday kab hai? 
#Person2#: August 1st. 
#Person1#: Kya tu aksar birthday party rakhta hai? 
#Person2#: Haan, hum rakhte hain. Mere parents mere liye dinner prepare karte hain. 
#Person1#: Party mein tu kya karega? 
#Person2#: Hum party mein 'Happy Birthday' gaate hain aur birthday cakes hote hain. 
#Person1#: Kya tu jaanta hai logon ne 'Happy Birthday' gaana kab shuru kiya? 
#Person2#: Mujhe nahi pata. 
#Person1#: Chalo, main tujhe kahani batata hoon. 1892 mein, Patty Smith Hill aur Mildred Hill ne 'Good Morning to you' naam ka ek gaana likha. Lekin baad mein kisi ne unki tune mein 'Happy Birthday' ke shabd jode. 
#Person2#: Toh 'Happy Birthday' gaana tab se popular hai? 
#Person1#: Haan, asal mein, ye gaana 1932 mein publish hone ke baad se gaya ja raha hai. Duniya bhar ke logon ne ise bahut saari alag-alag bhashao mein gaya hai.",#Person2# aksar birthday party rakhta hai jo #Person2# ke parents prepare karte hain. #Person1# #Person2# ko 'Happy Birthday' gaane ki kahani batata hai.
"#Person1#: Yeh kahan hai? 
#Person2#: Mujhe airport le chalo, please. 
#Person1#: (drive karte hue) Kya tumhe jaldi hai? 
#Person2#: Mujhe wahan 17:00 se pehle pahunchna hai. 
#Person1#: Hum time par pahunch jayenge, bas agar jam nahi hua. Tumhe pata hai yeh rush hour hai. 
#Person2#: Agar tum mujhe time par pahunchate ho, toh tumhare liye extra ten hai. 
#Person1#: Main apni best koshish karunga. 
#Person2#: (time par pahunchne ke baad) Yeh lo twenty dollars. 
#Person1#: Kya tumhare paas chhote notes hain? 
#Person2#: Nahi. Agar tum break nahi kar sakte, toh change rakh lo. Lekin kya tum mujhe receipt de sakte ho? 
#Person1#: Yeh lo tumhari receipt. Thank you.","#Person1# ne #Person2# ko airport tak le jaya. Time par pahunchne ke baad, #Person2# ne #Person1# se change rakhne ko kaha aur receipt maangi."
"#Person1#: Graduation ke baad tum kya karogi, Rose? #Person2#: Main computer programmer banna chahti hoon. #Person1#: Computer programmer. Kyun? #Person2#: Main zyada paise kamaana chahti hoon. Main apne parents ko har din restaurant mein kaam karte dekhti hoon par unka income zyada nahi hai. #Person1#: Ah, samajh gayi, par kya tum computers operate karne mein achhi ho? #Person2#: Haan, maine pichle hafte computer competition mein pehla sthal hasil kiya. #Person1#: Woh job asaan nahi hai mujhe lagta hai. #Person2#: Haan, par mujhe computers ke saath kaam karna pasand hai. #Person1#: Kya tumhare paas koi working experience hai? #Person2#: Nahi, par main is summer ek computer company mein kaam karungi. #Person1#: Tumhe good luck! #Person2#: Thanks.",Rose #Person1# ko batati hai ki woh graduation ke baad computer programmer banna chahti hai kyunki woh zyada paise kamaana chahti hai.
"#Person1#: Sam, tum unhappy lag rahe ho, kya ho raha hai? #Person2#: Yeh meri business ke baare mein hai. #Person1#: Kyun? Ismein kya galat hai? #Person2#: Mere paas kaafi customers nahi hain. Mujhe nahi pata iske saath kya karun. #Person1#: Kya tum advertising kar rahe ho? #Person2#: Haan, maine newspapers, magazines aur billboards par advertise kiya hai, lekin koi khaas asar nahi dekha. #Person1#: Toh, kya tumne kuch online post kiya? #Person2#: Nahi, mujhe nahi lagta log meri business ko Internet par dekhenge. #Person1#: Arey! log aaj kal hamesha Internet par surfing kar rahe hain. Bilkul woh ise dekhenge. #Person2#: Lekin log sirf chatting, movies dekhne ya online games khelne mein busy hain. Mera matlab, zyada tar entertainment ke liye. #Person1#: Oh nahi, Internet business ke liye ek bahut bada market ban gaya hai, kya tumhe yeh nahi pata? #Person2#: Theek hai, main try karunga.",#Person1# ne dekha ki Sam unhappy lag rahe hain. Sam ne #Person1# ko bataya ki uske paas kaafi customers nahi hain. #Person1# ne suggest kiya ki kuch advertisements online daal do aur Sam try karega.
"#Person1#: Theek hai. Classroom mein wapas aao, class. #Person2#: Kya class phir se shuru hoti hai, Ma'am? #Person1#: Haan, lekin is break kaafi lamba ho gaya hai. #Person2#: Oh, breaktime kitna jaldi guzar jaata hai. #Person1#: Chalo, baby. Ab class ka time ho gaya hai. #Person2#: Ma'am, please. Ek aur minute, kya main le sakta hoon? #Person1#: Jaldi karo, chhote ladke.",#Person1# #Person2# ko classroom mein wapas aane ke liye kehti hai lekin #Person2# ek aur minute maangta hai.
"#Person1#: Good afternoon, aapki kaise madad kar sakta hoon, Madam? #Person2#: Hello, maine yahan ek room reserve kiya tha. Parso, do logon ke liye, tera din se pandrah tak. #Person1#: Theek hai, kya mujhe aapka naam mil sakta hai? #Person2#: Haan, yeh Jenny Green hai. #Person1#: Ek pal, please. Ah haan, yeh raha, main aapke liye details print kar deta hoon. Aap room 408 mein hain. #Person2#: Dhanyavaad. #Person1#: Aur kya aap guest book mein apne details bhar sakti hain, please? Naam, ghar ka pata, aaj ka din pandrah aur aapka signature? #Person2#: Theek hai, yeh raha. #Person1#: Theek hai, agar aapko kuch chahiye toh phone ya reception par aakar bataiye. Breakfast 7:00 se 9:30 tak Green Hall mein serve hota hai, aur check out ka time 11:00 baje hai. #Person2#: Dhanyavaad, kya mere room mein ek newspaper bhejna mumkin hai? #Person1#: Haan, bilkul, aapko kaunsa newspaper chahiye? #Person2#: The Times, please.",#Person2# ne parso ek room reserve kiya tha. #Person1# unhe check in karne mein madad karte hain aur unse guest book mein details bharne ko kehte hain. #Person2# phir ek newspaper maangti hain.
"#Person1#: Kya main aapki madad kar sakta hoon? #Person2#: Haan, aaj mera pehla din hai. Kya aapko pata hai photo copier kahan hai? #Person1#: Bilkul, main aapko dikhata hoon. Mera naam David hai. Main sales manager hoon. Aapse milke accha laga. #Person2#: Mujhse bhi. Main sales office mein kaam kar raha hoon. Aap yahan kitne time se kaam kar rahe hain? #Person1#: Lagbhag 6 saal se. #Person2#: Aapko toh pasand hoga phir. #Person1#: Haan, yeh ek acchi company hai kaam karne ke liye. Staff friendly hai aur benefits bhi achhe hain. #Person2#: Aap boss ke baare mein kya sochte hain? Kya woh sach mein strict hain? Maine suna hai kabhi kabhi woh gussa ho jaate hain. #Person1#: Nahi, woh bilkul uske opposite hain. Woh easygoing hain. Kabhi kabhi gussa hote hain, lekin baad mein bhool jaate hain. #Person2#: Oh, mujhe lagta hai woh ek achhe insaan hain. Main photo copier dekh raha hoon. Aapki madad ke liye shukriya.",#Person2# ne #Person1# se photo copier ke baare mein poocha. Unhone ek dusre ko introduce kiya aur company aur boss ke baare mein baat ki.
"#Person1#: Kya tumhe pata hai Thursday ko Thursday kyun kaha jata hai? #Person2#: Huh? Tum kya bol rahe ho? #Person1#: Theek hai. Main apna sawaal is tarah se pesh karta hoon. Kya tumhe pata hai Thor kaun hai? #Person2#: Thor? Tum Norse mythology ke god ki baat kar rahe ho. #Person1#: Bilkul sahi. Toh Thursday asal mein Thor ka din hai, god of Thunder ki yaad mein. #Person2#: Yeh mujhe naya hai. Aur Wednesday ka kya? #Person1#: Well, hum Mr. Wednesday ko Mr. Thursday ka pita maan sakte hain. #Person2#: Kya? #Person1#: Wednesday asal mein Woden ka din hai, aur Woden purani English mein god Odin hai, jo Thor ka pita hai.",#Person1# #Person2# ko Thursday aur Wednesday ka origin batata hai.
"#Person1#: Hello. Yeh Directory Assistance hai. Kya main aapki madad kar sakta hoon? #Person2#: Kya aap mujhe Jessica Hanson ka number de sakte hain jo Locks Ave par hai? #Person1#: Mujhe maaf kijiye. Us naam ke neeche koi listing nahi hai. Kya aap naam ke liye sure hain? #Person2#: Haan, main bilkul sure hoon. #Person1#: Kya aapke paas uska address hai? #Person2#: Haan, mere paas hai. Yeh hai 109 Locks Ave, L8V 4N9. #Person1#: Yeh ek unlisted number hai. Mujhe maaf kijiye, lekin main aapko yeh nahi de sakta. #Person2#: Samajh gaya. Phir bhi, shukriya. #Person1#: Koi baat nahi.","#Person2# Jessica Hanson ka number chahte hain jo Locks Ave par hai, lekin #Person1# unhe nahi de sakte kyunki yeh ek unlisted number hai."
"#Person1#: Thank you for calling target.com. Mera naam Angela hai, aur main aaj aapki madad karne ke liye tayaar hoon. Account par naam kya hai? #Person2#: Mark Sanchez. #Person1#: Dhanyavaad, Mr. Sanchez. Aapka email address kya hai? #Person2#: Yeh mark889@gmail.com hai. #Person1#: Dhanyavaad, aaj main aapki kaise madad kar sakti hoon? #Person2#: Maine aapki website se kuch gifts order kiye the pichle hafte, lekin wo abhi tak nahi aaye. Unhe 2 din pehle aana tha. #Person1#: Mujhe yeh sun kar afsos hua sir, kya aapke paas order number hai? #Person2#: Haan, yeh 855321 hai. #Person1#: Ek pal, please, theek hai sir, mujhe lagta hai maine samasya samjhi. Aapke order mein kuch items transport ke dauran damaged ho gaye the. Hum aapke naye items ship karne ke process mein hain, lekin aapko unhe receive karne mein 10 din tak lag sakte hain.",Mark target.com ko call karta hai gifts ke baare mein jo usne kharide the. Angela usse batati hai ki orders damaged ho gaye hain aur wo Mark ke naye items ship karne ke process mein hain.
"#Person1#: Lisa, kya yahan milk section hai? #Person2#: Nahi, aisa koi section nahi hai. Dairy section mein aapko milk aur cheese milenge. #Person1#: Condiments kya hai? #Person2#: Wahan aapko salt aur pepper jaise cheezein milengi. #Person1#: Oh, samajh gaya. #Person2#: Chalo aisle 4 chalte hain aaj raat ke liye pasta lene. #Person1#: Great! Dinner ke liye pasta. #Person2#: Aur chalo bakery se breakfast ke liye ek loaf bread le lete hain. #Person1#: Shayad hume shopping cart lena chahiye. #Person2#: Main shopping basket wapas rakh doonga.",#Person1# aur Lisa shopping market mein pasta aur bread kharid rahe hain.
